year,lgID,tmID,hW,hL,hT,hOTL,rW,rL,rT,rOTL,SepW,SepL,SepT,SepOL,OctW,OctL,OctT,OctOL,NovW,NovL,NovT,NovOL,DecW,DecL,DecT,DecOL,JanW,JanL,JanT,JanOL,FebW,FebL,FebT,FebOL,MarW,MarL,MarT,MarOL,AprW,AprL,AprT,AprOL
1986,NHL,NYI,20,15,5.0,,15,18,7.0,,,,,,4,4,1,,9,5,0,,6,7,2,,6.0,5.0,3.0,,3.0,5.0,3.0,,6,6,2,,1,1,1,
1986,NHL,NYR,18,18,4.0,,16,20,4.0,,,,,,2,4,4,,5,7,2,,8,6,0,,5.0,6.0,2.0,,7.0,5.0,0.0,,7,7,0,,0,3,0,
1986,NHL,PHI,29,9,2.0,,17,17,6.0,,,,,,8,2,0,,9,2,2,,8,7,0,,9.0,3.0,2.0,,3.0,5.0,1.0,,8,5,3,,1,2,0,
1986,NHL,PIT,19,15,6.0,,11,23,6.0,,,,,,8,3,0,,5,5,4,,2,7,3,,4.0,8.0,1.0,,4.0,7.0,2.0,,5,8,2,,2,0,0,
1986,NHL,QUE,20,13,7.0,,11,26,3.0,,,,,,6,3,2,,6,6,2,,4,8,2,,3.0,9.0,1.0,,5.0,6.0,1.0,,4,7,2,,3,0,0,
1986,NHL,STL,21,12,7.0,,11,21,8.0,,,,,,3,3,2,,6,6,2,,5,7,2,,5.0,6.0,3.0,,4.0,6.0,2.0,,6,5,4,,3,0,0,
1986,NHL,TOR,22,14,4.0,,10,28,2.0,,,,,,5,2,3,,5,8,1,,5,6,1,,4.0,12.0,0.0,,5.0,5.0,1.0,,7,8,0,,1,1,0,
1986,NHL,VAN,17,19,4.0,,12,24,4.0,,,,,,2,7,1,,5,8,1,,4,8,1,,4.0,8.0,3.0,,4.0,7.0,2.0,,7,5,0,,3,0,0,
1986,NHL,WAS,22,15,3.0,,16,17,7.0,,,,,,5,5,1,,2,8,4,,5,6,1,,9.0,5.0,2.0,,6.0,4.0,0.0,,8,4,2,,3,0,0,
1986,NHL,WIN,25,12,3.0,,15,20,5.0,,,,,,4,4,1,,11,4,0,,2,8,3,,11.0,3.0,1.0,,6.0,5.0,1.0,,5,7,2,,1,1,0,
1987,NHL,BOS,24,13,3.0,,20,17,3.0,,,,,,5,4,1,,9,6,1,,8,4,2,,7.0,5.0,1.0,,8.0,3.0,0.0,,6,7,1,,1,1,0,
1987,NHL,BUF,19,14,7.0,,18,18,4.0,,,,,,4,4,3,,5,7,1,,4,6,3,,10.0,4.0,2.0,,6.0,5.0,0.0,,8,5,1,,0,1,1,
1987,NHL,CAL,26,11,3.0,,22,12,6.0,,,,,,5,5,1,,9,3,2,,9,3,1,,9.0,3.0,2.0,,5.0,6.0,1.0,,10,2,2,,1,1,0,
1987,NHL,CHI,21,17,2.0,,9,24,7.0,,,,,,5,5,1,,5,7,1,,5,9,0,,7.0,6.0,1.0,,4.0,4.0,4.0,,4,9,2,,0,1,0,
1987,NHL,DET,24,10,6.0,,17,18,5.0,,,,,,5,4,1,,6,5,1,,6,7,2,,7.0,3.0,4.0,,7.0,5.0,0.0,,9,3,3,,1,1,0,
1987,NHL,EDM,28,8,4.0,,16,17,7.0,,,,,,6,5,0,,8,3,2,,9,4,1,,6.0,5.0,4.0,,6.0,4.0,1.0,,8,4,2,,1,0,1,
1987,NHL,HAR,21,14,5.0,,14,24,2.0,,,,,,4,5,1,,4,5,3,,6,6,2,,8.0,6.0,1.0,,4.0,8.0,0.0,,8,7,0,,1,1,0,
1987,NHL,LAK,19,18,3.0,,11,24,5.0,,,,,,3,7,1,,4,6,3,,4,11,0,,7.0,7.0,1.0,,7.0,6.0,0.0,,4,5,2,,1,0,1,
1987,NHL,MNS,10,24,6.0,,9,24,7.0,,,,,,4,5,2,,5,7,1,,4,9,2,,3.0,9.0,3.0,,1.0,8.0,1.0,,2,8,4,,0,2,0,
1987,NHL,MTL,26,8,6.0,,19,14,7.0,,,,,,7,4,2,,9,3,3,,6,2,4,,6.0,6.0,1.0,,8.0,5.0,0.0,,8,2,2,,1,0,1,
1987,NHL,NJD,23,16,1.0,,15,20,5.0,,,,,,7,3,0,,6,5,3,,5,8,1,,5.0,8.0,1.0,,5.0,8.0,0.0,,8,4,1,,2,0,0,
1987,NHL,NYI,24,10,6.0,,15,21,4.0,,,,,,6,3,1,,9,4,0,,4,7,2,,5.0,7.0,2.0,,6.0,3.0,4.0,,9,5,1,,0,2,0,
1987,NHL,NYR,22,13,5.0,,14,21,5.0,,,,,,4,5,3,,4,8,0,,6,6,2,,6.0,6.0,1.0,,7.0,4.0,2.0,,8,5,1,,1,0,1,
1987,NHL,PHI,20,14,6.0,,18,19,3.0,,,,,,3,6,2,,5,7,1,,10,2,2,,8.0,5.0,1.0,,7.0,2.0,1.0,,4,11,1,,1,0,1,
1987,NHL,PIT,22,12,6.0,,14,23,3.0,,,,,,3,6,3,,6,4,2,,7,4,2,,5.0,9.0,2.0,,4.0,7.0,0.0,,9,5,0,,2,0,0,
1987,NHL,QUE,15,23,2.0,,17,20,3.0,,,,,,5,4,1,,5,7,0,,6,6,1,,5.0,8.0,1.0,,5.0,8.0,1.0,,6,8,1,,0,2,0,
1987,NHL,STL,18,17,5.0,,16,21,3.0,,,,,,3,5,1,,5,7,1,,7,5,3,,8.0,6.0,0.0,,6.0,7.0,0.0,,5,6,3,,0,2,0,
1987,NHL,TOR,14,20,6.0,,7,29,4.0,,,,,,6,4,0,,4,7,2,,4,8,2,,1.0,9.0,5.0,,4.0,8.0,1.0,,1,12,0,,1,1,0,
1987,NHL,VAN,15,20,5.0,,10,26,4.0,,,,,,2,6,1,,6,7,1,,4,8,3,,4.0,9.0,2.0,,5.0,8.0,0.0,,3,8,2,,1,0,0,
1987,NHL,WAS,22,14,4.0,,16,19,5.0,,,,,,6,4,1,,4,7,1,,6,6,3,,8.0,5.0,1.0,,7.0,4.0,0.0,,7,6,2,,0,1,1,
1987,NHL,WIN,20,14,6.0,,13,22,5.0,,,,,,5,4,0,,5,8,1,,6,5,2,,6.0,5.0,4.0,,6.0,5.0,2.0,,4,9,1,,1,0,1,
1988,NHL,BOS,17,15,8.0,,20,14,6.0,,,,,,7,2,3,,4,7,2,,4,6,4,,5.0,7.0,1.0,,7.0,2.0,2.0,,8,5,2,,2,0,0,
1988,NHL,BUF,25,12,3.0,,13,23,4.0,,,,,,5,6,2,,6,6,0,,5,7,2,,8.0,3.0,2.0,,6.0,6.0,0.0,,6,7,1,,2,0,0,
1988,NHL,CAL,32,4,4.0,,22,13,5.0,,,,,,6,3,3,,10,1,1,,8,4,2,,10.0,3.0,2.0,,10.0,3.0,0.0,,9,3,1,,1,0,0,
1988,NHL,CHI,16,14,10.0,,11,27,2.0,,,,,,3,9,1,,3,7,3,,4,8,0,,6.0,5.0,3.0,,6.0,3.0,3.0,,4,8,2,,1,1,0,
1988,NHL,DET,20,14,6.0,,14,20,6.0,,,,,,4,4,3,,9,3,1,,5,8,1,,5.0,6.0,3.0,,5.0,5.0,3.0,,6,7,1,,0,1,0,
1988,NHL,EDM,21,16,3.0,,17,18,5.0,,,,,,5,4,2,,10,4,1,,5,6,1,,5.0,8.0,2.0,,7.0,5.0,0.0,,6,6,2,,0,1,0,
1988,NHL,HAR,21,17,2.0,,16,21,3.0,,,,,,5,5,0,,4,8,1,,6,7,2,,6.0,6.0,1.0,,7.0,5.0,0.0,,8,6,1,,1,1,0,
1988,NHL,LAK,25,12,3.0,,17,19,4.0,,,,,,6,5,0,,10,4,0,,8,5,1,,3.0,7.0,3.0,,5.0,5.0,2.0,,8,5,1,,2,0,0,
1988,NHL,MNS,17,15,8.0,,10,22,8.0,,,,,,2,8,1,,5,5,3,,5,6,3,,4.0,4.0,5.0,,4.0,6.0,2.0,,7,7,2,,0,1,0,
1988,NHL,MTL,30,6,4.0,,23,12,5.0,,,,,,4,7,1,,11,2,2,,11,1,3,,9.0,4.0,0.0,,8.0,1.0,1.0,,10,3,1,,0,0,1,
1988,NHL,NJD,17,18,5.0,,10,23,7.0,,,,,,4,6,1,,4,6,3,,5,7,3,,5.0,6.0,2.0,,3.0,6.0,3.0,,5,9,0,,1,1,0,
1988,NHL,NYI,19,18,3.0,,9,29,2.0,,,,,,4,5,1,,3,10,1,,3,9,0,,6.0,7.0,1.0,,5.0,7.0,1.0,,6,8,1,,1,1,0,
1988,NHL,NYR,21,17,2.0,,16,18,6.0,,,,,,8,2,1,,6,6,2,,6,6,2,,8.0,2.0,3.0,,5.0,7.0,0.0,,4,10,0,,0,2,0,
1988,NHL,PHI,22,15,3.0,,14,21,5.0,,,,,,6,5,0,,4,11,1,,11,2,1,,5.0,5.0,1.0,,5.0,7.0,0.0,,5,5,4,,0,1,1,
1988,NHL,PIT,24,13,3.0,,16,20,4.0,,,,,,7,4,0,,7,6,0,,9,2,3,,5.0,6.0,1.0,,4.0,6.0,3.0,,6,9,0,,2,0,0,
1988,NHL,QUE,16,20,4.0,,11,26,3.0,,,,,,5,7,0,,3,9,2,,5,7,2,,5.0,6.0,2.0,,4.0,8.0,0.0,,5,7,1,,0,2,0,
1988,NHL,STL,22,11,7.0,,11,24,5.0,,,,,,5,3,1,,3,7,3,,6,7,3,,4.0,6.0,2.0,,4.0,8.0,1.0,,9,4,2,,2,0,0,
1988,NHL,TOR,15,20,5.0,,13,26,1.0,,,,,,8,4,1,,3,9,0,,3,10,1,,2.0,8.0,3.0,,6.0,6.0,0.0,,6,7,1,,0,2,0,
1988,NHL,VAN,19,15,6.0,,14,24,2.0,,,,,,5,5,2,,6,7,3,,4,7,0,,5.0,6.0,2.0,,8.0,5.0,0.0,,5,7,1,,0,2,0,
1988,NHL,WAS,25,12,3.0,,16,17,7.0,,,,,,3,7,1,,9,4,1,,7,4,3,,6.0,3.0,5.0,,5.0,7.0,0.0,,10,3,0,,1,1,0,
1988,NHL,WIN,17,18,5.0,,9,24,7.0,,,,,,3,4,2,,6,4,2,,5,6,3,,4.0,8.0,2.0,,3.0,9.0,1.0,,4,11,2,,1,0,0,
1989,NHL,BOS,23,13,4.0,,23,12,5.0,,,,,,5,6,1,,10,1,1,,6,8,1,,10.0,1.0,2.0,,7.0,6.0,0.0,,8,3,3,,0,0,1,
1989,NHL,BUF,27,11,2.0,,18,16,6.0,,,,,,7,4,1,,9,2,3,,7,5,2,,7.0,6.0,0.0,,6.0,7.0,0.0,,8,3,2,,1,0,0,
1989,NHL,CAL,28,7,5.0,,14,16,10.0,,,,,,6,3,4,,5,6,4,,6,4,2,,8.0,2.0,3.0,,6.0,5.0,0.0,,10,3,2,,1,0,0,
1989,NHL,CHI,25,13,2.0,,16,20,4.0,,,,,,9,5,1,,5,6,1,,8,4,1,,6.0,4.0,1.0,,7.0,6.0,0.0,,5,8,2,,1,0,0,
1989,NHL,DET,20,14,6.0,,8,24,8.0,,,,,,4,6,2,,2,10,1,,6,5,3,,6.0,6.0,0.0,,5.0,5.0,4.0,,5,6,3,,0,0,1,
1989,NHL,EDM,23,11,6.0,,15,17,8.0,,,,,,4,5,3,,8,5,2,,9,2,2,,5.0,5.0,3.0,,5.0,6.0,2.0,,6,5,2,,1,0,0,
1989,NHL,HAR,17,18,5.0,,21,15,4.0,,,,,,6,6,1,,6,8,0,,7,4,1,,4.0,4.0,4.0,,6.0,6.0,1.0,,9,5,1,,0,0,1,
1989,NHL,LAK,21,16,3.0,,13,23,4.0,,,,,,7,6,0,,5,5,2,,7,4,2,,3.0,8.0,2.0,,6.0,7.0,0.0,,6,8,1,,0,1,0,
1989,NHL,MNS,26,12,2.0,,10,28,2.0,,,,,,7,4,1,,9,5,0,,2,11,2,,6.0,7.0,0.0,,3.0,8.0,0.0,,9,4,1,,0,1,0,
1989,NHL,MTL,26,8,6.0,,15,20,5.0,,,,,,9,6,0,,8,4,2,,3,7,3,,6.0,4.0,1.0,,9.0,3.0,1.0,,6,4,3,,0,0,1,
1989,NHL,NJD,22,15,3.0,,15,19,6.0,,,,,,6,5,1,,5,5,2,,7,8,1,,6.0,5.0,1.0,,2.0,7.0,3.0,,11,4,0,,0,0,1,
1989,NHL,NYI,15,17,8.0,,16,21,3.0,,,,,,3,6,3,,3,12,0,,9,3,1,,9.0,3.0,1.0,,4.0,5.0,3.0,,3,9,3,,,,,
1989,NHL,NYR,20,11,9.0,,16,20,4.0,,,,,,8,2,3,,5,7,1,,2,9,3,,5.0,4.0,3.0,,9.0,3.0,1.0,,7,5,2,,0,1,0,
1989,NHL,PHI,17,19,4.0,,13,20,7.0,,,,,,3,7,1,,9,3,2,,6,7,2,,2.0,9.0,2.0,,5.0,5.0,2.0,,5,8,1,,0,0,1,
1989,NHL,PIT,22,15,3.0,,10,25,5.0,,,,,,3,7,2,,6,7,0,,7,5,1,,6.0,6.0,1.0,,8.0,5.0,1.0,,2,10,3,,,,,
1989,NHL,QUE,8,26,6.0,,4,35,1.0,,,,,,3,8,1,,3,11,1,,1,6,4,,2.0,11.0,0.0,,2.0,11.0,0.0,,1,13,1,,0,1,0,
1989,NHL,STL,20,15,5.0,,17,19,4.0,,,,,,5,5,1,,6,4,3,,5,8,2,,7.0,4.0,2.0,,9.0,4.0,0.0,,5,9,1,,,,,
1989,NHL,TOR,24,14,2.0,,14,24,2.0,,,,,,6,7,0,,6,7,0,,7,7,1,,8.0,2.0,1.0,,6.0,6.0,1.0,,5,9,1,,,,,
1989,NHL,VAN,13,16,11.0,,12,25,3.0,,,,,,7,5,1,,2,7,3,,3,7,4,,2.0,11.0,1.0,,6.0,6.0,2.0,,5,5,3,,,,,
1989,NHL,WAS,19,18,3.0,,17,20,3.0,,,,,,3,7,3,,6,4,1,,9,5,0,,5.0,10.0,0.0,,5.0,7.0,0.0,,7,5,2,,1,0,0,
1989,NHL,WIN,22,13,5.0,,15,19,6.0,,,,,,5,6,0,,7,6,1,,5,3,4,,6.0,7.0,2.0,,7.0,5.0,1.0,,7,4,3,,0,1,0,
1990,NHL,BOS,26,9,5.0,,18,15,7.0,,,,,,6,4,2,,8,3,2,,6,5,4,,10.0,4.0,0.0,,7.0,4.0,0.0,,7,4,4,,,,,
1990,NHL,BUF,15,13,12.0,,16,17,7.0,,,,,,3,5,4,,6,4,2,,5,7,3,,7.0,5.0,1.0,,3.0,4.0,6.0,,7,5,3,,,,,
1990,NHL,CAL,29,8,3.0,,17,18,5.0,,,,,,9,4,0,,5,5,3,,8,5,1,,5.0,6.0,1.0,,8.0,2.0,2.0,,11,4,1,,,,,
1990,NHL,CHI,28,8,4.0,,21,15,4.0,,,,,,8,5,0,,9,3,2,,10,5,1,,7.0,2.0,1.0,,5.0,6.0,2.0,,10,2,2,,,,,
1990,NHL,DET,26,14,0.0,,8,24,8.0,,,,,,6,4,3,,6,6,0,,7,7,1,,3.0,9.0,1.0,,6.0,5.0,3.0,,6,7,0,,,,,
1990,NHL,EDM,22,15,3.0,,15,22,3.0,,,,,,2,7,2,,5,7,0,,11,3,0,,7.0,5.0,1.0,,5.0,8.0,1.0,,7,7,2,,,,,
1990,NHL,HAR,18,16,6.0,,13,22,5.0,,,,,,4,7,2,,6,4,2,,6,9,0,,6.0,5.0,1.0,,6.0,5.0,2.0,,3,8,4,,,,,
1990,NHL,LAK,26,9,5.0,,20,15,5.0,,,,,,9,3,1,,7,3,2,,3,7,2,,9.0,5.0,0.0,,10.0,2.0,2.0,,8,4,3,,,,,
1990,NHL,MNS,19,15,6.0,,8,24,8.0,,,,,,2,8,3,,4,7,3,,5,8,1,,5.0,7.0,2.0,,5.0,2.0,3.0,,6,7,2,,,,,
1990,NHL,MTL,23,12,5.0,,16,18,6.0,,,,,,7,6,1,,6,5,2,,6,6,2,,10.0,3.0,0.0,,3.0,5.0,3.0,,7,5,3,,,,,
1990,NHL,NJD,23,10,7.0,,9,23,8.0,,,,,,8,4,1,,5,6,2,,6,3,6,,3.0,8.0,1.0,,5.0,6.0,1.0,,5,6,4,,,,,
1990,NHL,NYI,15,19,6.0,,10,26,4.0,,,,,,3,9,0,,6,5,2,,5,5,3,,4.0,9.0,1.0,,3.0,8.0,3.0,,4,9,1,,,,,
1990,NHL,NYR,22,11,7.0,,14,20,6.0,,,,,,11,3,0,,5,5,5,,5,5,2,,6.0,5.0,2.0,,5.0,4.0,3.0,,4,9,1,,,,,
1990,NHL,PHI,18,16,6.0,,15,21,4.0,,,,,,6,6,0,,11,4,2,,4,8,3,,6.0,4.0,1.0,,4.0,5.0,2.0,,2,10,2,,,,,
1990,NHL,PIT,25,12,3.0,,16,21,3.0,,,,,,6,6,1,,5,6,1,,10,6,1,,7.0,4.0,0.0,,4.0,7.0,1.0,,9,4,2,,,,,
1990,NHL,QUE,9,23,8.0,,7,27,6.0,,,,,,3,7,3,,1,11,2,,5,7,2,,2.0,8.0,2.0,,1.0,9.0,2.0,,4,8,3,,,,,
1990,NHL,STL,24,9,7.0,,23,13,4.0,,,,,,8,3,1,,7,4,2,,6,5,3,,9.0,3.0,1.0,,9.0,3.0,1.0,,8,4,3,,,,,
1990,NHL,TOR,15,21,4.0,,8,25,7.0,,,,,,2,10,1,,3,12,0,,7,4,1,,1.0,7.0,3.0,,5.0,7.0,2.0,,5,6,4,,,,,
1990,NHL,VAN,18,17,5.0,,10,26,4.0,,,,,,6,6,0,,6,6,2,,5,9,1,,2.0,9.0,2.0,,5.0,6.0,2.0,,4,7,2,,,,,
1990,NHL,WAS,21,14,5.0,,16,22,2.0,,,,,,7,7,0,,7,7,0,,4,8,1,,6.0,5.0,2.0,,4.0,5.0,2.0,,9,4,2,,,,,
1990,NHL,WIN,17,18,5.0,,9,25,6.0,,,,,,5,7,1,,4,9,2,,4,6,4,,5.0,7.0,1.0,,5.0,5.0,3.0,,3,9,0,,,,,
1991,NHL,BOS,23,11,6.0,,13,21,6.0,,,,,,3,6,2,,7,4,2,,7,6,1,,9.0,3.0,1.0,,3.0,6.0,3.0,,6,7,1,,1,0,2,
1991,NHL,BUF,22,13,5.0,,9,24,7.0,,,,,,4,6,1,,5,6,2,,3,7,3,,8.0,3.0,3.0,,4.0,7.0,1.0,,6,6,2,,1,2,0,
1991,NHL,CAL,19,14,7.0,,12,23,5.0,,,,,,6,5,1,,5,5,3,,5,7,1,,5.0,5.0,2.0,,4.0,7.0,2.0,,5,7,2,,1,1,1,
1991,NHL,CHI,23,9,8.0,,13,20,7.0,,,,,,6,5,3,,4,6,2,,5,5,4,,9.0,3.0,1.0,,3.0,5.0,3.0,,9,3,2,,0,2,0,
1991,NHL,DET,24,12,4.0,,19,13,8.0,,,,,,5,6,1,,9,3,2,,9,2,1,,5.0,4.0,3.0,,8.0,4.0,2.0,,5,6,3,,2,0,0,
1991,NHL,EDM,22,13,5.0,,14,21,5.0,,,,,,5,6,2,,3,7,2,,7,5,2,,5.0,8.0,1.0,,9.0,3.0,0.0,,6,4,3,,1,1,0,
1991,NHL,HAR,13,17,10.0,,13,24,3.0,,,,,,5,3,2,,6,7,1,,3,8,1,,1.0,7.0,3.0,,4.0,6.0,4.0,,5,9,2,,2,1,0,
1991,NHL,LAK,20,11,9.0,,15,20,5.0,,,,,,7,3,3,,4,6,3,,3,7,1,,5.0,4.0,4.0,,9.0,4.0,2.0,,6,6,1,,1,1,0,
1991,NHL,MNS,20,16,4.0,,12,26,2.0,,,,,,5,6,0,,4,6,2,,7,4,1,,5.0,7.0,1.0,,5.0,9.0,1.0,,6,8,0,,0,2,1,
1991,NHL,MTL,27,8,5.0,,14,20,6.0,,,,,,9,3,1,,8,7,1,,9,4,0,,5.0,4.0,2.0,,6.0,4.0,4.0,,4,5,2,,0,1,1,
1991,NHL,NJD,24,12,4.0,,14,19,7.0,,,,,,8,5,0,,6,5,1,,4,4,5,,7.0,2.0,1.0,,8.0,5.0,2.0,,4,8,2,,1,2,0,
1991,NHL,NYI,20,15,5.0,,14,20,6.0,,,,,,3,6,2,,6,6,1,,3,6,3,,6.0,6.0,0.0,,9.0,5.0,1.0,,5,6,3,,2,0,1,
1991,NHL,NYR,28,8,4.0,,22,17,1.0,,,,,,9,5,0,,6,5,1,,10,4,0,,8.0,3.0,1.0,,7.0,3.0,2.0,,9,4,1,,1,1,0,
1991,NHL,PHI,22,11,7.0,,10,26,4.0,,,,,,4,5,1,,4,8,1,,4,4,5,,4.0,7.0,2.0,,7.0,5.0,2.0,,8,6,0,,1,2,0,
1991,NHL,PIT,21,13,6.0,,18,19,3.0,,,,,,5,5,2,,8,3,2,,9,5,0,,3.0,7.0,1.0,,3.0,7.0,3.0,,10,3,1,,1,2,0,
1991,NHL,QUE,18,19,3.0,,2,29,9.0,,,,,,2,9,1,,4,8,1,,5,5,3,,1.0,10.0,1.0,,1.0,9.0,3.0,,5,7,2,,2,0,1,
1991,NHL,SJS,14,23,3.0,,3,35,2.0,,,,,,1,13,0,,4,7,2,,3,8,1,,3.0,8.0,1.0,,3.0,8.0,1.0,,3,11,0,,0,3,0,
1991,NHL,STL,25,12,3.0,,11,21,8.0,,,,,,5,3,4,,6,6,1,,6,5,2,,5.0,6.0,2.0,,8.0,6.0,0.0,,4,7,1,,2,0,1,
1991,NHL,TOR,21,16,3.0,,9,27,4.0,,,,,,3,8,1,,4,8,3,,3,9,1,,5.0,5.0,0.0,,7.0,6.0,1.0,,7,5,1,,1,2,0,
1991,NHL,VAN,23,10,7.0,,19,16,5.0,,,,,,9,3,1,,7,4,2,,6,4,3,,7.0,3.0,1.0,,5.0,6.0,2.0,,7,5,2,,1,1,1,
1991,NHL,WAS,25,12,3.0,,20,15,5.0,,,,,,9,3,0,,9,5,0,,7,5,1,,4.0,4.0,3.0,,8.0,4.0,2.0,,7,5,1,,1,1,1,
1991,NHL,WIN,20,14,6.0,,13,18,9.0,,,,,,6,5,2,,6,3,3,,4,8,3,,5.0,6.0,2.0,,4.0,6.0,1.0,,5,4,4,,3,0,0,
1992,NHL,BOS,29,10,3.0,,22,16,4.0,,,,,,7,2,1,,7,5,1,,7,7,0,,8.0,5.0,2.0,,4.0,3.0,3.0,,11,4,0,,7,0,0,
1992,NHL,BUF,25,15,2.0,,13,21,8.0,,,,,,6,3,2,,4,8,2,,6,4,2,,10.0,5.0,0.0,,5.0,4.0,1.0,,7,5,3,,0,7,0,
1992,NHL,CAL,23,14,5.0,,20,16,6.0,,,,,,8,4,0,,6,5,2,,10,1,2,,3.0,9.0,2.0,,6.0,2.0,4.0,,4,8,0,,6,1,1,
1992,NHL,CHI,25,11,6.0,,22,14,6.0,,,,,,4,5,2,,8,5,1,,10,4,1,,9.0,3.0,4.0,,5.0,4.0,0.0,,6,3,2,,5,1,2,
1992,NHL,DET,25,14,3.0,,22,14,6.0,,,,,,7,5,0,,7,6,1,,7,6,2,,7.0,3.0,3.0,,5.0,4.0,3.0,,9,4,0,,5,0,0,
1992,NHL,EDM,16,21,5.0,,10,29,3.0,,,,,,3,8,1,,5,4,3,,5,9,1,,5.0,6.0,3.0,,5.0,7.0,0.0,,3,10,0,,0,6,0,
1992,NHL,HAR,12,25,5.0,,14,27,1.0,,,,,,3,8,0,,3,8,1,,5,7,2,,3.0,11.0,1.0,,3.0,7.0,0.0,,5,7,1,,4,4,1,
1992,NHL,LAK,22,15,5.0,,17,20,5.0,,,,,,7,4,1,,9,3,1,,4,7,2,,4.0,7.0,2.0,,3.0,8.0,1.0,,9,3,2,,3,3,1,
1992,NHL,MNS,18,17,7.0,,18,21,3.0,,,,,,6,5,1,,7,4,2,,6,4,2,,7.0,5.0,3.0,,4.0,7.0,1.0,,3,9,1,,3,4,0,
1992,NHL,MTL,27,13,2.0,,21,17,4.0,,,,,,7,3,2,,10,3,1,,5,8,1,,10.0,4.0,1.0,,8.0,1.0,1.0,,6,7,0,,2,4,0,
1992,NHL,NJD,24,14,4.0,,16,23,3.0,,,,,,7,5,0,,5,5,0,,6,6,1,,6.0,6.0,3.0,,7.0,4.0,1.0,,7,7,1,,2,4,1,
1992,NHL,NYI,20,19,3.0,,20,18,4.0,,,,,,6,5,1,,3,6,2,,7,7,1,,7.0,5.0,1.0,,6.0,5.0,1.0,,7,5,0,,4,4,1,
1992,NHL,NYR,20,17,5.0,,14,22,6.0,,,,,,7,4,1,,4,6,2,,8,6,1,,4.0,5.0,3.0,,5.0,4.0,3.0,,5,6,1,,1,8,0,
1992,NHL,OTT,9,29,4.0,,1,41,0.0,,,,,,1,9,1,,1,13,0,,1,12,2,,2.0,12.0,0.0,,4.0,7.0,1.0,,0,10,0,,1,7,0,
1992,NHL,PHI,23,14,5.0,,13,23,6.0,,,,,,3,7,3,,6,3,1,,4,8,1,,5.0,8.0,2.0,,4.0,4.0,4.0,,6,6,0,,8,1,0,
1992,NHL,PIT,32,6,4.0,,24,15,3.0,,,,,,8,1,2,,9,5,1,,9,3,1,,8.0,5.0,1.0,,5.0,5.0,1.0,,11,2,0,,6,0,1,
1992,NHL,QUE,23,17,2.0,,24,10,8.0,,,,,,7,3,1,,6,5,4,,9,4,1,,6.0,4.0,2.0,,7.0,4.0,1.0,,8,4,1,,4,3,0,
1992,NHL,SJS,8,33,1.0,,3,38,1.0,,,,,,2,9,0,,3,9,1,,1,13,0,,0.0,13.0,1.0,,2.0,11.0,0.0,,2,10,0,,1,6,0,
1992,NHL,STL,22,13,7.0,,15,23,4.0,,,,,,5,6,1,,3,6,3,,5,7,1,,9.0,4.0,2.0,,7.0,6.0,1.0,,6,4,1,,2,3,2,
1992,NHL,TBL,12,27,3.0,,11,27,4.0,,,,,,4,7,1,,6,8,1,,4,8,0,,3.0,10.0,1.0,,2.0,7.0,2.0,,3,9,0,,1,5,2,
1992,NHL,TOR,25,11,6.0,,19,18,5.0,,,,,,6,4,2,,5,5,1,,4,7,3,,9.0,4.0,1.0,,8.0,2.0,2.0,,9,3,2,,3,4,0,
1992,NHL,VAN,27,11,4.0,,19,18,5.0,,,,,,5,4,1,,9,5,1,,9,1,1,,6.0,4.0,5.0,,6.0,5.0,0.0,,5,8,1,,6,2,0,
1992,NHL,WAS,21,15,6.0,,22,19,1.0,,,,,,4,8,0,,7,5,2,,9,3,1,,5.0,5.0,3.0,,7.0,3.0,0.0,,7,6,1,,4,4,0,
1992,NHL,WIN,23,16,3.0,,17,21,4.0,,,,,,4,8,0,,4,5,2,,7,6,1,,10.0,3.0,2.0,,3.0,7.0,1.0,,7,6,1,,5,2,0,
1993,NHL,ANA,14,26,2.0,,19,20,3.0,,,,,,2,8,2,,6,7,0,,6,8,0,,6.0,6.0,2.0,,4.0,6.0,1.0,,6,8,0,,3,3,0,
1993,NHL,BOS,20,14,8.0,,22,15,5.0,,,,,,4,3,4,,8,3,2,,5,6,1,,8.0,4.0,2.0,,8.0,3.0,2.0,,6,6,2,,3,4,0,
1993,NHL,BUF,22,17,3.0,,21,15,6.0,,,,,,4,7,1,,6,5,1,,8,5,1,,5.0,5.0,2.0,,8.0,4.0,2.0,,8,3,2,,4,3,0,
1993,NHL,CAL,25,12,5.0,,17,17,8.0,,,,,,8,3,2,,7,4,2,,5,7,2,,4.0,5.0,3.0,,8.0,3.0,1.0,,6,5,2,,4,2,1,
1993,NHL,CHI,21,16,5.0,,18,20,4.0,,,,,,4,7,2,,8,2,0,,6,5,2,,5.0,6.0,2.0,,6.0,7.0,1.0,,6,7,2,,4,2,0,
1993,NHL,DAL,23,12,7.0,,19,17,6.0,,,,,,6,4,2,,6,5,4,,8,4,1,,7.0,6.0,0.0,,7.0,2.0,1.0,,5,5,4,,3,3,1,
1993,NHL,DET,23,13,6.0,,23,17,2.0,,,,,,5,7,0,,6,3,2,,9,3,1,,8.0,3.0,2.0,,9.0,4.0,0.0,,7,7,1,,2,3,2,
1993,NHL,EDM,17,22,3.0,,8,23,11.0,,,,,,2,10,1,,2,9,2,,7,5,2,,2.0,7.0,3.0,,4.0,7.0,2.0,,5,5,2,,3,2,2,
